Player;Age;Tm;TS%;FTr;TRB%;AST%;STL%
Ivan McFarlin;24;PHI;0,466;0,538;16,1;4;0
Anthony Carter;31;DEN;0,375;0;4,6;41,4;0
Julius Hodge;23;DEN;0,51;0,4;4,6;36,2;4
Bernard Robinson;26;NJN;0,49;0,625;9,6;8,3;5,7
Will Conroy;24;LAC;0;1,333;8,6;31,3;0
Pape Sow;25;TOR;0,43;0,667;19;8,7;1,5
Eric Williams;34;CHA;0,373;0,538;5,4;4,9;1,6
Scott Padgett;30;MEM;0,127;0,286;16,3;0;1,6
Desmon Farmer;25;SEA;0,421;0,067;1,9;46;1,6
Andre Barrett;24;CHI;0,5;0;9,8;38,2;0
Steven Smith;23;PHI;0,282;0,25;12,9;0;1,9
Julius Hodge;23;MIL;0,571;0,286;10,5;11,1;1,9
Renaldo Major;24;GSW;0,23;0,2;4,1;0;3,6
Randy Livingston;31;SEA;0;0;2,3;20;0
Jeremy Richardson;22;ATL;0,667;0;6,3;0;2,8
Dwayne Jones;23;CLE;0,412;6;19,4;0;0
Sean Marks;31;PHO;0,436;0,333;10,3;0;0
Will Conroy;24;MEM;;;7;7,8;0
Luke Jackson;25;LAC;0,188;0;3,7;37,5;0
Roger Powell;24;UTA;0,258;0,667;14;0;0
Mike Hall;22;WAS;0,25;0;8,8;11;0
Vitaly Potapenko;31;SAC;0;0;9;0;0
Chris McCray;22;MIL;0;0;0;0;0
Alvin Williams;32;LAC;0,266;2;6;41,1;10,6
James Augustine;22;ORL;0,333;0;26,4;48,9;0
Dajuan Wagner;23;GSW;1,064;2;0;20,9;0
Mile Ilic;22;NJN;0;0;9,8;0;0
Louis Amundson;24;UTA;;;0;0;0
Von Wafer;21;LAC;0;0;0;0;0
Jeremy Richardson;22;POR;;;0;0;0
Allen Iverson;32;DEN;0,567;0,512;3,8;27,4;2,2
Joe Johnson;26;ATL;0,535;0,253;6,4;25,5;1,3
Andre Iguodala;24;PHI;0,543;0,396;8,2;20,3;2,8
Richard Jefferson;27;NJN;0,571;0,511;6,2;15;1,2
Baron Davis;28;GSW;0,523;0,278;6,4;29,7;2,9
Kobe Bryant;29;LAL;0,576;0,439;9;23,9;2,4
Jamal Crawford;27;NYK;0,528;0,274;3,7;22;1,3
Jason Richardson;27;CHA;0,554;0,225;8;15,2;1,9
Dwight Howard;22;ORL;0,619;0,921;21,7;6,1;1,2
Rashard Lewis;28;ORL;0,591;0,229;8,2;10,5;1,7
Monta Ellis;22;GSW;0,58;0,34;7;15,8;2
Antawn Jamison;31;WAS;0,525;0,309;15,4;7,2;1,9
Deron Williams;23;UTA;0,595;0,368;4,9;43,6;1,5
LeBron James;23;CLE;0,568;0,47;11,1;37,3;2,4
Hedo Turkoglu;28;ORL;0,576;0,321;9;22,9;1,3
Andre Miller;31;PHI;0,537;0,288;6,4;32;1,8
Chris Paul;22;NOH;0,576;0,302;6,2;52,2;3,9
Rudy Gay;21;MEM;0,546;0,233;9,3;9,3;1,9
Raymond Felton;23;CHA;0,5;0,326;4,6;32,4;1,7
Ricky Davis;28;MIA;0,534;0,203;7,1;16,4;1,6
Vince Carter;31;NJN;0,55;0,333;8,9;25,2;1,6
Mike Dunleavy;27;IND;0,605;0,361;7,8;16,1;1,4
Lamar Odom;28;LAL;0,582;0,413;15,6;13,8;1,3
Al Jefferson;23;MIN;0,535;0,273;18,1;7,5;1,3
Shane Battier;29;HOU;0,561;0,163;7,9;8;1,4
Danny Granger;24;IND;0,571;0,314;9,2;9,6;1,6
Paul Pierce;30;BOS;0,599;0,442;8,5;21,8;1,9
Josh Smith;22;ATL;0,52;0,414;13,5;16,6;2,3
David West;27;NOH;0,535;0,27;13,7;10,6;1,2
Stephen Jackson;29;GSW;0,536;0,307;6;15,2;1,6
Carlos Boozer;26;UTA;0,581;0,303;18,2;14,2;1,8
Carmelo Anthony;23;DEN;0,568;0,398;11;16,1;1,7
Brandon Roy;23;POR;0,531;0,319;7,3;28,2;1,5
Tyson Chandler;25;NOH;0,632;0,488;19,5;4,4;0,9
Steve Nash;33;PHO;0,641;0,255;5,7;47,3;0,9
Dirk Nowitzki;29;DAL;0,585;0,414;13,8;17,8;1
Kevin Durant;19;SEA;0,519;0,328;6,9;12;1,4
Marvin Williams;21;ATL;0,54;0,446;9,6;8,3;1,5
Marcus Camby;33;DEN;0,498;0,318;20,3;12,9;1,5
Josh Howard;27;DAL;0,534;0,308;11,2;10,6;1,1
Samuel Dalembert;26;PHI;0,556;0,398;18,5;2,5;0,8
Andrew Bogut;23;MIL;0,532;0,354;16,5;12,4;1,2
Emeka Okafor;25;CHA;0,553;0,435;18,5;4,5;1,2
Peja Stojakovic;30;NOH;0,581;0,136;7,1;5,6;1,1
Cuttino Mobley;32;LAC;0,514;0,229;5,9;13,1;1,5
Michael Redd;28;MIL;0,559;0,394;6,7;16,4;1,3
Tayshaun Prince;27;DET;0,516;0,256;8,8;16,5;0,9
Amar'e Stoudemire;25;PHO;0,656;0,571;15,2;7,5;1,2
Tim Duncan;31;SAS;0,546;0,393;19,6;15,7;1,1
LaMarcus Aldridge;22;POR;0,523;0,257;12,8;8,8;1,1
Raja Bell;31;PHO;0,561;0,121;5,9;8,6;1
Anthony Parker;32;TOR;0,58;0,151;7,5;10,8;1,6
Ray Allen;32;BOS;0,584;0,24;6,1;14,6;1,3
Jason Terry;30;DAL;0,574;0,221;4,7;17,5;1,8
DeShawn Stevenson;26;WAS;0,529;0,253;5,4;15,5;1,4
Al Horford;21;ATL;0,539;0,317;18;7,9;1,2
Rafer Alston;31;HOU;0,492;0,148;5,8;25,2;2,1
Chauncey Billups;31;DET;0,619;0,498;5;34,7;2,2
John Salmons;28;SAC;0,556;0,325;8,2;13,4;1,9
Brad Miller;31;SAC;0,558;0,424;16;16,6;1,4
Corey Maggette;28;LAC;0,595;0,681;9,1;14,3;1,5
Jose Calderon;26;TOR;0,607;0,17;5,6;42,3;1,9
Mike Miller;27;MEM;0,625;0,257;10,6;16;0,7
Bruce Bowen;36;SAS;0,527;0,161;5,6;5,5;1,2
Tracy McGrady;28;HOU;0,487;0,274;7,8;29,6;1,5
Ryan Gomes;25;MIN;0,539;0,267;11,3;9,6;1,4
Chris Bosh;23;TOR;0,588;0,544;14,2;12,1;1,4
Steve Blake;27;POR;0,518;0,1;4,7;27,1;1,2
Richard Hamilton;29;DET;0,552;0,215;5,8;22,3;1,7
Leandro Barbosa;25;PHO;0,575;0,209;5,4;13,5;1,5
Mo Williams;25;MIL;0,566;0,211;5,6;30;1,7
Mehmet Okur;28;UTA;0,556;0,273;14,2;9;1,2
Mikki Moore;32;SAC;0,613;0,372;12,2;5,4;0,7
Kirk Hinrich;27;CHI;0,501;0,178;5,8;30,9;1,9
Gerald Wallace;25;CHA;0,547;0,471;9;15,9;2,9
David Lee;24;NYK;0,606;0,383;17,5;6,7;1,2
Rasheed Wallace;33;DET;0,523;0,172;13;9,7;2,1
Kevin Garnett;31;BOS;0,588;0,339;16,8;19,9;2,3
Caron Butler;27;WAS;0,558;0,278;9,8;21,9;3
Tony Parker;25;SAS;0,542;0,333;5,6;34,1;1,3
Boris Diaw;25;PHO;0,516;0,2;9,3;19;1,3
Rajon Rondo;21;BOS;0,515;0,245;8,3;28,2;3
Manu Ginobili;30;SAS;0,612;0,449;9,1;26,4;2,6
Ben Gordon;24;CHI;0,558;0,274;5,4;16,9;1,2
Antonio McDyess;33;DET;0,511;0,26;17,4;6,2;1,5
Josh Childress;24;ATL;0,647;0,48;9,6;8,5;1,6
Earl Watson;28;SEA;0,517;0,194;5,4;36,6;1,5
Jeff Green;21;SEA;0,491;0,318;9,2;8,2;1
Derek Fisher;33;LAL;0,556;0,242;4,2;15,9;1,9
Zach Randolph;26;NYK;0,513;0,273;18;11,8;1,4
Jarrett Jack;24;POR;0,558;0,4;6,2;22,7;1,5
Brendan Haywood;28;WAS;0,582;0,491;15,2;5,2;0,7
Nick Collison;27;SEA;0,537;0,261;17,9;7,9;1,1
Grant Hill;35;PHO;0,576;0,275;9;13,1;1,5
Zydrunas Ilgauskas;32;CLE;0,522;0,276;17,5;8,5;0,8
Andrei Kirilenko;26;UTA;0,603;0,472;9,3;18,2;2
Kevin Martin;24;SAC;0,618;0,632;7,3;10,1;1,4
Michael Finley;34;SAS;0,519;0,105;6,8;8,6;0,7
Keith Bogans;27;ORL;0,559;0,187;7;7,1;1,4
Al Harrington;27;GSW;0,547;0,206;10,7;8,9;1,6
Marko Jaric;29;MIN;0,518;0,309;5,9;21;2,3
Travis Outlaw;23;POR;0,499;0,305;10,1;8,9;1,5
Metta World Peace;28;SAC;0,535;0,307;8,9;16,2;3,1
Jamario Moon;27;TOR;0,54;0,148;13,2;6,2;2
Antonio Daniels;32;WAS;0,549;0,49;5,5;24;1,7
Kenyon Martin;30;DEN;0,553;0,303;11,6;6,3;2
Al Thornton;24;LAC;0,504;0,331;9,6;8,4;1,1
Martell Webster;21;POR;0,548;0,253;8,2;7;1,1
Luol Deng;22;CHI;0,528;0,296;10,4;13,2;1,4
Juan Carlos Navarro;27;MEM;0,54;0,191;5,6;13,3;1,1
Troy Murphy;27;IND;0,573;0,348;14;12,3;1,1
Francisco Garcia;26;SAC;0,576;0,277;7,4;10,2;2,3
Kyle Lowry;21;MEM;0,531;0,588;6,7;21,8;2,2
Ronnie Brewer;22;UTA;0,612;0,405;6,4;9,7;3,2
Chris Kaman;25;LAC;0,538;0,379;19,7;9,3;0,8
Beno Udrih;25;SAC;0,54;0,208;6,2;22,2;1,4
Andris Biedrins;21;GSW;0,637;0,344;19,1;5,2;1,3
Yao Ming;27;HOU;0,587;0,477;16,4;11,5;0,6
Luis Scola;27;HOU;0,548;0,351;14,6;8,9;1,6
Andres Nocioni;28;CHI;0,549;0,277;9,5;8,3;0,6
Rashad McCants;23;MIN;0,55;0,164;5,9;14,1;1,7
Matt Carroll;27;CHA;0,554;0,234;6,4;5,8;1,2
Willie Green;26;PHI;0,492;0,17;5,5;13,2;1,5
Jameer Nelson;25;ORL;0,564;0,25;7,1;31,1;1,7
Anthony Carter;32;DEN;0,531;0,179;5,5;27,4;2,6
Dwyane Wade;26;MIA;0,549;0,498;6,6;37,5;2,4
Tim Thomas;30;LAC;0,505;0,217;9,6;15,7;1,1
Sebastian Telfair;22;MIN;0,462;0,189;4;27,7;1,6
Carlos Delfino;25;TOR;0,527;0,247;11;11,3;1,9
Kendrick Perkins;23;BOS;0,632;0,526;14,8;6,8;0,9
Jason Kidd;34;NJN;0,483;0,202;12,6;45,5;2
Linas Kleiza;23;DEN;0,585;0,323;9,5;7,5;1,1
Jason Williams;32;MIA;0,502;0,145;4,1;27,3;2,3
Jeff Foster;31;IND;0,568;0,389;19,3;10,1;1,5
Nate Robinson;23;NYK;0,526;0,251;6,7;19,7;1,7
Reggie Evans;27;PHI;0,463;0,743;19,3;5;2,4
Louis Williams;21;PHI;0,523;0,386;5,3;22,6;2,3
Andrea Bargnani;22;TOR;0,495;0,233;9,2;7,4;0,7
Damien Wilkins;28;SEA;0,474;0,214;7,2;12,7;1,7
Quentin Richardson;27;NYK;0,444;0,159;9,7;9,9;1,3
Charlie Villanueva;23;MIL;0,502;0,193;15;7,5;0,9
James Posey;31;BOS;0,587;0,278;10,5;9,5;2,1
Joel Przybilla;28;POR;0,611;0,488;21;2,3;0,4
Udonis Haslem;27;MIA;0,517;0,28;14,7;6,5;1,1
Corey Brewer;21;MIN;0,429;0,226;9,4;9,1;2,2
Morris Peterson;30;NOH;0,549;0,165;6,7;5,5;1,4
Josh Boone;23;NJN;0,543;0,5;16,6;5,3;1,1
Jason Maxiell;24;DET;0,576;0,605;14,6;4,2;0,7
Daniel Gibson;21;CLE;0,592;0,226;4,3;13,1;1,4
Devin Brown;29;CLE;0,494;0,267;8,5;16,1;1,6
Fred Jones;28;NYK;0,546;0,292;5,5;14,7;1,4
Erick Dampier;32;DAL;0,645;0,527;17,8;5,4;0,7
Hakim Warrick;25;MEM;0,555;0,398;11,4;5,2;1
Chris Wilcox;25;SEA;0,554;0,389;13,6;7,1;1,3
Kelenna Azubuike;24;GSW;0,534;0,235;10;6,1;1,3
Luke Walton;27;LAL;0,509;0,228;9,3;18,1;1,7
Shawn Marion;29;PHO;0,594;0,187;15,3;8,4;2,8
Roger Mason;27;WAS;0,573;0,118;4,5;13,2;1,3
Desmond Mason;30;MIL;0,519;0,363;8,8;11,3;1,2
Paul Millsap;22;UTA;0,548;0,456;16,5;7;2,2
Jordan Farmar;21;LAL;0,563;0,124;6;20,5;2,3
Andray Blatche;21;WAS;0,512;0,287;14,9;9,2;1,7
Brevin Knight;32;LAC;0,453;0,208;4,9;31,1;3,1
Eduardo Najera;31;DEN;0,57;0,242;11;7,8;2
Darko Milicic;22;MEM;0,456;0,242;14,3;5,4;1
Bostjan Nachbar;27;NJN;0,531;0,322;9,1;9,3;1,4
Yi Jianlian;20;MIL;0,485;0,279;12,3;5,3;1,1
Fabricio Oberto;32;SAS;0,615;0,206;15,4;9,1;1,2
Charlie Bell;28;MIL;0,49;0,179;6;19,9;1,7
Ben Wallace;33;CHI;0,391;0,461;15,3;8,2;2,2
Maurice Evans;29;ORL;0,579;0,132;7,4;6,9;1,3
Chuck Hayes;24;HOU;0,512;0,109;15,3;8,4;2,9
Drew Gooden;26;CLE;0,487;0,289;15,4;5,4;1,2
Brandon Bass;22;DAL;0,564;0,4;12,9;6,1;0,8
Darius Songaila;29;WAS;0,496;0,156;10,2;14,2;1,8
Thaddeus Young;19;PHI;0,57;0,21;11,9;6,2;2,5
Craig Smith;24;MIN;0,59;0,379;13,2;6,6;1,2
Marquis Daniels;27;IND;0,487;0,248;7,5;14,1;2,5
Mark Blount;32;MIA;0,505;0,268;10,2;4,8;1,1
Joakim Noah;22;CHI;0,539;0,529;15,3;8,6;2,3
Eddy Curry;25;NYK;0,578;0,551;10,2;3,8;0,5
Jason Kapono;26;TOR;0,561;0,086;4,6;6,7;1,2
Bobby Simmons;27;MIL;0,504;0,141;8,7;8,4;1,7
Quinton Ross;26;LAC;0,43;0,179;6,6;9,4;1,5
Kareem Rush;27;IND;0,5;0,074;6,1;9,3;1,4
Jannero Pargo;28;NOH;0,468;0,124;5,1;20,4;1,8
Chris Duhon;25;CHI;0,508;0,233;4,4;26,5;1,7
Rasho Nesterovic;31;TOR;0,565;0,105;13,6;8,9;0,7
Vladimir Radmanovic;27;LAL;0,583;0,149;8;12,1;1,6
Eddie House;29;BOS;0,534;0,068;6,7;16,9;2,1
Ronny Turiaf;25;LAL;0,539;0,469;11,6;12,7;1
Daequan Cook;20;MIA;0,48;0,111;7,4;9,1;0,8
Royal Ivey;26;MIL;0,487;0,31;4,8;16,9;1,6
Thabo Sefolosha;23;CHI;0,497;0,247;10;14,3;2,2
Pau Gasol;27;MEM;0,566;0,386;13,4;14;0,6
Nazr Mohammed;30;CHA;0,54;0,284;17;8,1;1,4
J,R, Smith;22;DEN;0,603;0,264;5,8;14,7;2,1
Matt Barnes;27;GSW;0,51;0,179;12,3;13,5;1,6
Jerry Stackhouse;33;DAL;0,523;0,281;5,4;16,7;1,1
Jeff McInnis;33;CHA;0,461;0,12;3,9;23,4;0,9
Jared Dudley;22;CHA;0,528;0,339;11,9;9,3;2,1
Mike Conley;20;MEM;0,502;0,278;5,6;25,3;1,6
Luther Head;25;HOU;0,543;0,17;5,5;16,4;1,7
Matt Harpring;31;UTA;0,551;0,432;10,7;9;1,7
Tony Allen;26;BOS;0,527;0,465;7,3;13,1;2,4
Travis Diener;25;IND;0,494;0,165;4,6;27,7;1,3
Channing Frye;24;POR;0,529;0,241;15,5;7,4;1,2
Chris Quinn;24;MIA;0,559;0,263;5,3;22,5;1,8
Damon Jones;31;CLE;0,582;0,077;3,1;15,1;0,8
Keyon Dooling;27;ORL;0,572;0,456;4,4;16;1,4
Tyrus Thomas;21;CHI;0,486;0,395;14,5;11;1,9
Jared Jeffries;26;NYK;0,433;0,344;10,4;7,5;1,4
Anderson Varejao;25;CLE;0,485;0,278;17,2;6,3;1,5
Mickael Pietrus;25;GSW;0,549;0,253;9,8;5,1;2,4
Ime Udoka;30;SAS;0,528;0,155;10,2;7,7;2,3
Johan Petro;22;SEA;0,453;0,198;15,4;3,8;1,3
Jamaal Tinsley;29;IND;0,458;0,216;5,9;38,8;2,5
Jarvis Hayes;26;DET;0,52;0,119;8,3;8,1;2
Sasha Vujacic;23;LAL;0,605;0,189;6,7;8,7;1,4
Sean Williams;21;NJN;0,563;0,436;14,6;3,7;1,1
James Jones;27;POR;0,625;0,3;7,4;4,3;1
Carlos Arroyo;28;ORL;0,547;0,293;5,1;26,6;1,1
Randy Foye;24;MIN;0,52;0,141;5,9;20,9;1,5
Josh Powell;25;LAC;0,5;0,276;15,6;6,4;0,6
Luke Ridnour;26;SEA;0,482;0,247;4,2;29,5;1,5
Larry Hughes;29;CLE;0,467;0,226;6,7;13,1;2,6
Jermaine O'Neal;29;IND;0,489;0,318;12,8;12,9;0,8
T,J, Ford;24;TOR;0,533;0,239;4,9;44,4;2,4
Sasha Pavlovic;24;CLE;0,434;0,191;6,1;11,2;1,3
Devin Harris;24;DAL;0,592;0,506;4,4;28,6;2,5
Wally Szczerbiak;30;SEA;0,573;0,261;6,3;9,9;0,6
Nick Young;22;WAS;0,527;0,259;5,8;9,6;1,6
Joe Smith;32;CHI;0,515;0,28;13;7,4;1,1
Jacque Vaughn;32;SAS;0,481;0,283;3,8;21,9;1,1
Bonzi Wells;31;HOU;0,48;0,422;13;11,8;2,4
Anthony Johnson;33;ATL;0,503;0,12;5,1;27,9;2
Jason Smith;21;PHI;0,491;0,265;12,3;2,8;1,1
Dorell Wright;22;MIA;0,537;0,235;11,9;9,4;1,4
Mike Bibby;29;ATL;0,526;0,168;5,5;32,9;1,7
Rodney Stuckey;21;DET;0,484;0,408;7,1;23,9;2,5
Kyle Korver;26;UTA;0,629;0,276;5,6;9,3;1,1
Kurt Thomas;35;SEA;0,536;0,207;19;7,6;1,6
Antoine Wright;23;NJN;0,477;0,202;6,9;10,4;1,3
Dan Dickau;29;LAC;0,53;0,277;5,4;27,9;1,6
Rodney Carney;23;PHI;0,478;0,207;8,5;5;2
Jason Kidd;34;DAL;0,536;0,221;10,7;41,1;3,3
Andrew Bynum;20;LAL;0,659;0,397;19,6;9,6;0,6
Sam Cassell;38;LAC;0,535;0,296;6,2;35;1,5
Arron Afflalo;22;DET;0,494;0,361;8,4;8,1;1,8
Shawne Williams;21;IND;0,522;0,285;9,9;9,8;1,3
Renaldo Balkman;23;NYK;0,492;0,511;12,9;6,5;2,4
Shaquille O'Neal;35;MIA;0,577;0,541;16,4;9,4;1,1
Zaza Pachulia;23;ATL;0,515;0,624;15,3;6;1,3
Glen Davis;22;BOS;0,545;0,679;13,2;4,6;1,7
Spencer Hawes;19;SAC;0,486;0,182;14,6;7,7;0,8
Kris Humphries;22;TOR;0,512;0,372;16,6;4,9;1,4
Eddie Jones;36;DAL;0,473;0,078;8,3;10,8;1,5
Pau Gasol;27;LAL;0,639;0,441;12,8;17;0,8
DeSagana Diop;26;DAL;0,596;0,348;17,5;4,2;1,2
Antoine Walker;31;MIN;0,455;0,176;10,9;8;1,9
Bobby Jackson;34;NOH;0,512;0,166;7,2;12,8;1,9
Earl Barron;26;MIA;0,446;0,266;13,3;5,8;1,1
Quincy Douby;23;SAC;0,495;0,155;5,6;9,8;1,7
Rasual Butler;28;NOH;0,46;0,119;6,7;5,9;0,9
Acie Law;23;ATL;0,455;0,203;3,8;20,4;1,8
Marcus Williams;22;NJN;0,499;0,16;6,9;27,8;1,5
Matt Bonner;27;SAS;0,525;0,151;13,3;6,2;0,9
Brian Skinner;31;PHO;0,485;0,318;15,9;2,4;1,2
Devin Harris;24;NJN;0,548;0,343;5,7;34,7;2,1
Devean George;30;DAL;0,437;0,164;9,6;6,3;1,2
Nenad Krstic;24;NJN;0,451;0,23;14,3;5,8;0,6
Larry Hughes;29;CHI;0,469;0,248;6,1;17,9;2,5
Leon Powe;24;BOS;0,629;0,717;16,7;3,3;1
Delonte West;24;CLE;0,541;0,231;6,9;23,3;1,9
Stephon Marbury;30;NYK;0,527;0,438;4,2;23,1;1,4
Shaquille O'Neal;35;PHO;0,605;0,699;20,8;8,8;0,8
Adonal Foyle;32;ORL;0,464;0,222;15,5;3,4;1,1
Amir Johnson;20;DET;0,584;0,333;18,4;5,9;1,7
Malik Allen;29;NJN;0,489;0,05;9,7;6,8;1
Hilton Armstrong;23;NOH;0,498;0,473;13;4,4;1,1
Delonte West;24;SEA;0,447;0,156;7,2;23,7;2,1
Carl Landry;24;HOU;0,641;0,498;16,4;5,2;1,3
Jarron Collins;29;UTA;0,515;0,902;10,1;6,8;0,7
David Harrison;25;IND;0,539;0,565;9,1;3;1,4
Dominic McGuire;22;WAS;0,397;0,311;11,7;8,3;1,5
C,J, Miles;20;UTA;0,574;0,22;6,9;11,5;2,4
Wilson Chandler;20;NYK;0,48;0,223;10,6;8,1;1,1
Jason Collins;29;NJN;0,43;0,667;7,5;4;0,8
Kirk Snyder;24;MIN;0,582;0,478;9,7;12,5;1,5
Ryan Bowen;32;NOH;0,505;0,29;8,9;5,2;2,6
Kyle Korver;26;PHI;0,515;0,15;6,6;7,9;1,6
Ira Newble;33;CLE;0,522;0,165;10;3,4;2,2
Julian Wright;20;NOH;0,581;0,308;10,7;9,5;2,4
Mardy Collins;23;NYK;0,378;0,217;6,7;21,4;2
Michael Ruffin;31;MIL;0,507;1,016;17,3;5,3;2,6
Sergio Rodriguez;21;POR;0,423;0,194;5,4;31,2;2,1
Damon Stoudamire;34;MEM;0,514;0,134;6,4;27,7;1,5
Melvin Ely;29;NOH;0,491;0,322;13,6;5,4;0,6
Dikembe Mutombo;41;HOU;0,591;0,563;18,1;1,2;0,9
Aaron Gray;23;CHI;0,529;0,485;15,5;11,4;1,8
Aaron Brooks;23;HOU;0,535;0,218;5,2;23,5;1,1
Jason Hart;29;UTA;0,413;0,25;5,5;19,3;2,5
Shawn Marion;29;MIA;0,503;0,201;17,8;12,1;2,7
Ronnie Price;24;UTA;0,516;0,186;4,8;19,4;2,8
Robert Horry;37;SAS;0,426;0,235;11;11,9;1,9
Joe Smith;32;CLE;0,547;0,406;13,4;5,6;0,8
Ben Wallace;33;CLE;0,463;0,543;16,1;3,3;1,8
Earl Boykins;31;CHA;0,467;0,343;3,4;26;1,2
Tyronn Lue;30;ATL;0,542;0,143;4,2;17,5;1
Brian Cook;27;ORL;0,508;0,08;10,2;6,9;1
Drew Gooden;26;CHI;0,514;0,295;16,9;9,7;1,2
Chris Richard;23;MIN;0,496;0,31;14,1;4,6;0,9
Wally Szczerbiak;30;CLE;0,451;0,196;8,3;10,4;0,9
Brent Barry;36;SAS;0,655;0,125;5,9;16,1;1,7
Darrell Armstrong;39;NJN;0,499;0,273;7,1;20,5;2,7
Alexander Johnson;24;MIA;0,554;0,664;10,3;4;1,3
Stromile Swift;28;MEM;0,56;0,458;13,2;6,6;0,9
Casey Jacobsen;26;MEM;0,437;0,148;6,7;5,2;0,5
Yakhouba Diawara;25;DEN;0,518;0,231;6,2;9,3;0,7
Mike James;32;HOU;0,44;0,186;5,5;16,4;1,7
Francisco Elson;31;SAS;0,454;0,162;14,9;4,8;0,9
Dan Gadzuric;29;MIL;0,443;0,409;15,9;3,2;2
Ryan Hollins;23;CHA;0,565;0,872;11,6;4;1
Ronald Murray;28;IND;0,498;0,268;4,8;25,3;2,3
Kurt Thomas;35;SAS;0,465;0,192;15,5;4,2;2,2
Greg Buckner;31;MIN;0,489;0,188;7,2;10,8;2,1
Brian Scalabrine;29;BOS;0,428;0,213;9,2;11,2;0,9
Kwame Brown;25;LAL;0,503;0,621;14,3;7,7;1,6
Javaris Crittenton;20;MEM;0,483;0,422;9,8;10,3;1,2
Joel Anthony;25;MIA;0,521;0,817;11,2;0,9;1
Bobby Jackson;34;HOU;0,509;0,152;8;21,7;1,4
Malik Rose;33;NYK;0,422;0,283;11,9;9,3;1,7
Jason Collins;29;MEM;0,528;0,644;10,2;1,7;1,2
Mike Bibby;29;SAC;0,494;0,161;7;26,3;2
Dwayne Jones;24;CLE;0,538;1,234;16,9;3,1;1,1
Mickael Gelabale;24;SEA;0,509;0,115;6,8;11,1;1,1
Trenton Hassell;28;DAL;0,47;0,025;5,5;8,2;1
Jose Barea;23;DAL;0,515;0,206;5,9;20,6;1,6
Austin Croshere;32;GSW;0,573;0,234;12,2;9;0,9
Ramon Sessions;21;MIL;0,507;0,35;7,6;43,5;2
Gordan Giricek;30;PHO;0,58;0,107;6,5;11,7;0,9
Brian Cardinal;30;MEM;0,461;0,151;12,2;7,4;1,1
Bonzi Wells;31;NOH;0,535;0,338;9,5;6,2;2,9
Trevor Ariza;22;LAL;0,594;0,571;10,8;12;3
Gilbert Arenas;26;WAS;0,529;0,49;7;27,4;2,9
Juan Dixon;29;TOR;0,454;0,119;6,6;23,4;2,6
Shelden Williams;24;ATL;0,445;0,51;15,1;4;1,7
Damon Stoudamire;34;SAS;0,362;0,056;6,7;20;1,4
Anthony Johnson;33;SAC;0,56;0,125;5,6;21,9;1,2
Smush Parker;26;LAC;0,434;0,185;4,5;28,3;2,4
Salim Stoudamire;25;ATL;0,495;0,278;3,5;11,9;0,9
DeSagana Diop;26;NJN;0,435;0,462;17,6;5,3;0,8
Derek Anderson;33;CHA;0,497;0,304;7,5;17,8;1,6
Andre Owens;27;IND;0,504;0,318;6,5;17,6;1,6
Alonzo Mourning;37;MIA;0,58;0,8;14,3;3,1;0,5
Jake Voskuhl;30;MIL;0,528;0,363;14,8;5,1;1,2
Brandan Wright;20;GSW;0,583;0,357;14,1;3,4;0,8
C,J, Watson;23;GSW;0,519;0,287;4,7;12,8;2
Shelden Williams;24;SAC;0,538;0,482;16;3,6;1,3
Gerald Green;22;MIN;0,443;0,277;10;12,6;1,2
Juwan Howard;34;DAL;0,406;0,219;13,3;6,9;0,8
Chucky Atkins;33;DEN;0,449;0,074;4,8;18,7;1,2
Ronald Murray;28;DET;0,457;0,266;6,2;31;2,1
Malik Allen;29;DAL;0,54;0,182;11,8;6,7;0,6
Joey Graham;25;TOR;0,52;0,398;12;7;0,5
Ruben Patterson;32;LAC;0,486;0,5;11,3;8,8;3,3
Anfernee Hardaway;36;MIA;0,469;0,15;6,5;16,8;3,1
Jermareo Davidson;23;CHA;0,437;0,224;11,1;6,9;1,1
Oleksiy Pecherov;22;WAS;0,451;0,248;12,1;3,6;1
Marcus Banks;26;PHO;0,539;0,147;3,6;11,3;1,3
Trenton Hassell;28;NJN;0,402;0,145;7,3;7,4;0,7
Ike Diogu;24;IND;0,543;0,351;15,2;5,7;1,1
Eric Snow;34;CLE;0,231;0,579;3,7;19,1;1,7
Kasib Powell;26;MIA;0,424;0,095;8,7;10;1,6
Stephane Lasme;25;MIA;0,488;0,451;10,5;1,6;2,3
Kevin Ollie;35;PHI;0,463;0,217;3,8;18,7;1,8
Sam Cassell;38;BOS;0,461;0,192;6,2;19,9;1,6
Aaron Williams;36;LAC;0,54;0,327;11,9;4,9;2,1
Stromile Swift;28;NJN;0,523;0,318;13,7;2,3;0,9
Raef LaFrentz;31;POR;0,469;0,311;13,6;3,2;2,3
Andre Brown;26;MEM;0,502;0,628;18;4,4;1,2
Pat Garrity;31;ORL;0,401;0,063;8,9;6,8;1,1
Kenny Thomas;30;SAC;0,398;0,132;12,8;6,5;1,1
Gordan Giricek;30;UTA;0,464;0,01;6,8;8,4;2,4
Francisco Elson;31;SEA;0,352;0,148;12,7;4,2;1,1
Chris Mihm;28;LAL;0,384;0,284;15,4;6,6;0,7
J,J, Redick;23;ORL;0,569;0,315;4,8;9,7;0,7
Elton Brand;28;LAC;0,523;0,412;13,5;11,2;0,6
